<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.ETH-USD,60,20200822,080000,385.3900000,385.3900000,380.2900000,381.9700000,6994
GDAX.ETH-USD,60,20200822,090000,381.9700000,386.3000000,381.9700000,386.0100000,3749
GDAX.ETH-USD,60,20200822,100000,386.0600000,391.9900000,386.0600000,391.9900000,6758
GDAX.ETH-USD,60,20200822,110000,391.9900000,392.4200000,389.6600000,391.0500000,2862
GDAX.ETH-USD,60,20200822,120000,391.0400000,394.8400000,390.0400000,392.4900000,2237
GDAX.ETH-USD,60,20200822,130000,392.5500000,392.8300000,390.3100000,392.1700000,1274
GDAX.ETH-USD,60,20200822,140000,392.3400000,394.0500000,390.6600000,391.2600000,3062
GDAX.ETH-USD,60,20200822,150000,391.3400000,391.4800000,386.4400000,390.1600000,3180
GDAX.ETH-USD,60,20200822,160000,390.1900000,393.6200000,389.8600000,392.0400000,4736
GDAX.ETH-USD,60,20200822,170000,392.0400000,392.9300000,389.2900000,391.5100000,3855
GDAX.ETH-USD,60,20200822,180000,391.5100000,392.9200000,386.5700000,391.7500000,5266
GDAX.ETH-USD,60,20200822,190000,391.8500000,394.0200000,390.3100000,390.6100000,6387
GDAX.ETH-USD,60,20200822,200000,390.5500000,391.5700000,388.6200000,390.6000000,3912
GDAX.ETH-USD,60,20200822,210000,390.5600000,391.5800000,388.8500000,390.9500000,4455
GDAX.ETH-USD,60,20200822,220000,391.0200000,391.8900000,390.2600000,390.7900000,2584
GDAX.ETH-USD,60,20200822,230000,390.8400000,391.0200000,388.8400000,389.2000000,3337
GDAX.ETH-USD,60,20200823,000000,389.2100000,389.4900000,387.5000000,388.8900000,3331
GDAX.ETH-USD,60,20200823,010000,388.9600000,395.2200000,388.7300000,394.1400000,7841
GDAX.ETH-USD,60,20200823,020000,394.1900000,397.5300000,392.1000000,393.3800000,8665
GDAX.ETH-USD,60,20200823,030000,393.3300000,399.7300000,392.5900000,395.6200000,8266
GDAX.ETH-USD,60,20200823,040000,395.5200000,400.0000000,392.2000000,393.4500000,8657
GDAX.ETH-USD,60,20200823,050000,393.5100000,394.1600000,392.0200000,393.5700000,3448
GDAX.ETH-USD,60,20200823,060000,393.6200000,394.0400000,390.8700000,391.2400000,4719
GDAX.ETH-USD,60,20200823,070000,391.2400000,392.0900000,389.1400000,390.2700000,1898
GDAX.ETH-USD,60,20200823,080000,390.0400000,390.3800000,388.6600000,389.2700000,2196
GDAX.ETH-USD,60,20200823,090000,389.2300000,389.9000000,387.7200000,389.1000000,2063
GDAX.ETH-USD,60,20200823,100000,389.1100000,392.6100000,388.7400000,391.7000000,2222
GDAX.ETH-USD,60,20200823,110000,391.7000000,392.4500000,390.6700000,391.1300000,1208
GDAX.ETH-USD,60,20200823,120000,391.1300000,391.5700000,388.9000000,389.2900000,2027
GDAX.ETH-USD,60,20200823,130000,389.2600000,390.9100000,388.6900000,389.9800000,1127
GDAX.ETH-USD,60,20200823,140000,389.9700000,389.9700000,385.7200000,386.4200000,1524
GDAX.ETH-USD,60,20200823,150000,386.6500000,388.3600000,383.7000000,384.1500000,3413
GDAX.ETH-USD,60,20200823,160000,384.1800000,387.5000000,383.6700000,387.2500000,2549
GDAX.ETH-USD,60,20200823,170000,387.2800000,393.0500000,385.7500000,388.9500000,7575
GDAX.ETH-USD,60,20200823,180000,389.0200000,390.2900000,388.2000000,389.7800000,3337
GDAX.ETH-USD,60,20200823,190000,389.8900000,393.1300000,389.4900000,392.7500000,2373
GDAX.ETH-USD,60,20200823,200000,392.7400000,392.9800000,389.4000000,390.0700000,3134
GDAX.ETH-USD,60,20200823,210000,390.0800000,391.2900000,389.0100000,390.1200000,3242
GDAX.ETH-USD,60,20200823,220000,390.1400000,392.7000000,389.5200000,392.1200000,5136
GDAX.ETH-USD,60,20200823,230000,391.9400000,394.7400000,390.7700000,394.0000000,5002
GDAX.ETH-USD,60,20200824,000000,394.0000000,396.1600000,392.6000000,392.8900000,6241
GDAX.ETH-USD,60,20200824,010000,392.9100000,393.6100000,392.0800000,393.5500000,2479
GDAX.ETH-USD,60,20200824,020000,393.5400000,393.9700000,390.7200000,391.2900000,2200
GDAX.ETH-USD,60,20200824,030000,391.3400000,392.8900000,390.4600000,390.9000000,2159
GDAX.ETH-USD,60,20200824,040000,390.7800000,391.0000000,387.7200000,389.9800000,6588
GDAX.ETH-USD,60,20200824,050000,390.1400000,390.5300000,388.3200000,389.7800000,3574
GDAX.ETH-USD,60,20200824,060000,389.5900000,392.6800000,389.3700000,391.1500000,3585
GDAX.ETH-USD,60,20200824,070000,391.1400000,394.0000000,391.1300000,393.2500000,3537
GDAX.ETH-USD,60,20200824,080000,393.2500000,393.8100000,391.4600000,392.5900000,2569
GDAX.ETH-USD,60,20200824,090000,392.5900000,393.0800000,391.7700000,392.6900000,2282
GDAX.ETH-USD,60,20200824,100000,392.7000000,396.2600000,392.0400000,396.0800000,2576
GDAX.ETH-USD,60,20200824,110000,396.1700000,398.9900000,396.1700000,398.4500000,4888
GDAX.ETH-USD,60,20200824,120000,398.4500000,407.5900000,398.4500000,405.0200000,11437
GDAX.ETH-USD,60,20200824,130000,405.0600000,405.8800000,403.6000000,405.1800000,3437
GDAX.ETH-USD,60,20200824,140000,405.2500000,406.5200000,403.9700000,405.3700000,7386
GDAX.ETH-USD,60,20200824,150000,405.3700000,408.6900000,405.3700000,406.8000000,11504
GDAX.ETH-USD,60,20200824,160000,406.9100000,408.8000000,405.5000000,405.5400000,7002
GDAX.ETH-USD,60,20200824,170000,405.5500000,408.2600000,405.5500000,405.7100000,7281
GDAX.ETH-USD,60,20200824,180000,405.7100000,406.7500000,402.1000000,402.2800000,7803
GDAX.ETH-USD,60,20200824,190000,402.2400000,403.9800000,400.9100000,403.1000000,4916
GDAX.ETH-USD,60,20200824,200000,403.1100000,405.6100000,401.8300000,404.5000000,3991
GDAX.ETH-USD,60,20200824,210000,404.5700000,404.8600000,402.5300000,403.1700000,5601
GDAX.ETH-USD,60,20200824,220000,403.1600000,404.2600000,400.1700000,401.8300000,4344
GDAX.ETH-USD,60,20200824,230000,401.8200000,403.9000000,397.0600000,403.3400000,7320
GDAX.ETH-USD,60,20200825,000000,403.4500000,403.9400000,400.7200000,401.3500000,3914
GDAX.ETH-USD,60,20200825,010000,401.3300000,411.9700000,400.8100000,406.7900000,26909
GDAX.ETH-USD,60,20200825,020000,406.8000000,408.2200000,405.4300000,406.7900000,4108
GDAX.ETH-USD,60,20200825,030000,406.8300000,410.4000000,405.9500000,407.7600000,6961
GDAX.ETH-USD,60,20200825,040000,407.7600000,409.3100000,404.7900000,405.5600000,9177
GDAX.ETH-USD,60,20200825,050000,405.5700000,406.9600000,404.9900000,406.2300000,2582
GDAX.ETH-USD,60,20200825,060000,406.2300000,406.2300000,400.8000000,401.2800000,4642
GDAX.ETH-USD,60,20200825,070000,401.2900000,402.8400000,400.5200000,401.5200000,4265
GDAX.ETH-USD,60,20200825,080000,401.4100000,402.4900000,400.0100000,402.0600000,2394
GDAX.ETH-USD,60,20200825,090000,401.9600000,403.1500000,400.3800000,400.5100000,2237
GDAX.ETH-USD,60,20200825,100000,400.5000000,400.7700000,396.3000000,397.1000000,4833
GDAX.ETH-USD,60,20200825,110000,397.1000000,397.1000000,392.0000000,395.1500000,3941
GDAX.ETH-USD,60,20200825,120000,395.1500000,395.3300000,389.8900000,393.8100000,5515
GDAX.ETH-USD,60,20200825,130000,393.7200000,395.7600000,393.2000000,395.1600000,4314
GDAX.ETH-USD,60,20200825,140000,395.1500000,399.7000000,393.9700000,397.7400000,2980
GDAX.ETH-USD,60,20200825,150000,397.8000000,398.4400000,395.0000000,395.1400000,5257
GDAX.ETH-USD,60,20200825,160000,395.0400000,395.0400000,387.5500000,389.2700000,7904
GDAX.ETH-USD,60,20200825,170000,389.2800000,391.8600000,387.8600000,389.8500000,5983
GDAX.ETH-USD,60,20200825,180000,389.7200000,389.7300000,381.6400000,384.1700000,15901
GDAX.ETH-USD,60,20200825,190000,384.2900000,386.2700000,380.2900000,385.7300000,13396
GDAX.ETH-USD,60,20200825,200000,385.7300000,386.8900000,371.5000000,375.2200000,19181
GDAX.ETH-USD,60,20200825,210000,375.4500000,376.8400000,369.3600000,373.7100000,24596
GDAX.ETH-USD,60,20200825,220000,373.3800000,381.6800000,370.0000000,380.2600000,16260
GDAX.ETH-USD,60,20200825,230000,380.3300000,382.7700000,377.8800000,379.6000000,8245
GDAX.ETH-USD,60,20200826,000000,379.7400000,381.7400000,376.0000000,377.6100000,9301
GDAX.ETH-USD,60,20200826,010000,377.6100000,381.1200000,377.6100000,378.9500000,6205
GDAX.ETH-USD,60,20200826,020000,378.9600000,384.7700000,378.8100000,382.9100000,6041
GDAX.ETH-USD,60,20200826,030000,382.9000000,385.0000000,381.5500000,383.3300000,4425
GDAX.ETH-USD,60,20200826,040000,383.2600000,383.2900000,377.8400000,379.4900000,4055
GDAX.ETH-USD,60,20200826,050000,379.3800000,384.3700000,379.3800000,382.5100000,3364
GDAX.ETH-USD,60,20200826,060000,382.5500000,387.9100000,382.5500000,387.2900000,5424
GDAX.ETH-USD,60,20200826,070000,387.2300000,388.0000000,383.7600000,386.2800000,4323
GDAX.ETH-USD,60,20200826,080000,386.2800000,387.6600000,384.7800000,385.0700000,3559
GDAX.ETH-USD,60,20200826,090000,385.0700000,387.4000000,385.0500000,385.2400000,3324
GDAX.ETH-USD,60,20200826,100000,385.3600000,385.5000000,380.1300000,380.7500000,5979
GDAX.ETH-USD,60,20200826,110000,380.7500000,383.1300000,379.3700000,381.3800000,3745
GDAX.ETH-USD,60,20200826,120000,381.4300000,384.0300000,380.2100000,382.2200000,2070
GDAX.ETH-USD,60,20200826,130000,382.3200000,383.5400000,380.9100000,381.6400000,3419
GDAX.ETH-USD,60,20200826,140000,381.5100000,385.7400000,381.5000000,382.6200000,3519
GDAX.ETH-USD,60,20200826,150000,382.6700000,385.3700000,382.0700000,382.3000000,7248
GDAX.ETH-USD,60,20200826,160000,382.5800000,385.0000000,377.6400000,379.7500000,5742
GDAX.ETH-USD,60,20200826,170000,379.7600000,385.7400000,377.5600000,384.4500000,10379
GDAX.ETH-USD,60,20200826,180000,384.5300000,389.6800000,384.4600000,386.6300000,12161
GDAX.ETH-USD,60,20200826,190000,386.6000000,390.6700000,386.6000000,390.2800000,8771
GDAX.ETH-USD,60,20200826,200000,390.2800000,393.5000000,387.5400000,389.0600000,14319
GDAX.ETH-USD,60,20200826,210000,389.0400000,390.0700000,388.0000000,388.5900000,5488
GDAX.ETH-USD,60,20200826,220000,388.5800000,390.3200000,387.4700000,387.6900000,3528
GDAX.ETH-USD,60,20200826,230000,387.6900000,388.7600000,386.5000000,387.3200000,4044
GDAX.ETH-USD,60,20200827,000000,387.3600000,389.9400000,387.1100000,389.9000000,2560
GDAX.ETH-USD,60,20200827,010000,389.9000000,390.6600000,387.7600000,388.2100000,5646
GDAX.ETH-USD,60,20200827,020000,388.2100000,388.6500000,385.4200000,386.1100000,5099
GDAX.ETH-USD,60,20200827,030000,386.0400000,387.4700000,385.4400000,386.1000000,3668
GDAX.ETH-USD,60,20200827,040000,386.1200000,389.2900000,385.6300000,388.3800000,3423
GDAX.ETH-USD,60,20200827,050000,388.3900000,388.6500000,385.4300000,385.6900000,2461
GDAX.ETH-USD,60,20200827,060000,385.4500000,386.5400000,382.8700000,383.5400000,5249
GDAX.ETH-USD,60,20200827,070000,383.5400000,385.3700000,383.4300000,384.2900000,2659
GDAX.ETH-USD,60,20200827,080000,384.1500000,385.7400000,383.0300000,383.0300000,2406
GDAX.ETH-USD,60,20200827,090000,383.0200000,383.9900000,380.3700000,381.5900000,3284
GDAX.ETH-USD,60,20200827,100000,381.3900000,386.0700000,381.2900000,385.2000000,2899
GDAX.ETH-USD,60,20200827,110000,385.1300000,386.6900000,384.3600000,385.8600000,1622
GDAX.ETH-USD,60,20200827,120000,385.8500000,385.8600000,383.4800000,383.5700000,1430
GDAX.ETH-USD,60,20200827,130000,383.5700000,387.8300000,382.7500000,387.0700000,1750
GDAX.ETH-USD,60,20200827,140000,387.0400000,387.9700000,383.2300000,383.9700000,2504
GDAX.ETH-USD,60,20200827,150000,384.0400000,385.3100000,382.1300000,382.1400000,2861
GDAX.ETH-USD,60,20200827,160000,382.1300000,386.6600000,381.0700000,385.5500000,4328
GDAX.ETH-USD,60,20200827,170000,385.5600000,397.1500000,384.6700000,388.7100000,18065
GDAX.ETH-USD,60,20200827,180000,388.7000000,389.8900000,381.5200000,383.3300000,6731
GDAX.ETH-USD,60,20200827,190000,383.0400000,385.0800000,382.7200000,383.9400000,3436
GDAX.ETH-USD,60,20200827,200000,383.9400000,386.8500000,377.3100000,378.1100000,6154
GDAX.ETH-USD,60,20200827,210000,378.1100000,378.6600000,371.5000000,377.0200000,14797
GDAX.ETH-USD,60,20200827,220000,376.8500000,383.0400000,375.9100000,380.7200000,8865
GDAX.ETH-USD,60,20200827,230000,380.7000000,380.7000000,377.5600000,377.9300000,4608
GDAX.ETH-USD,60,20200828,000000,377.9300000,382.2000000,376.8800000,379.7100000,9783
GDAX.ETH-USD,60,20200828,010000,379.7300000,382.7100000,378.7900000,382.4400000,4153
GDAX.ETH-USD,60,20200828,020000,382.6400000,383.4400000,378.9100000,378.9800000,3252
GDAX.ETH-USD,60,20200828,030000,379.1300000,383.7300000,379.0300000,383.2500000,5159
GDAX.ETH-USD,60,20200828,040000,383.2700000,383.9300000,379.6700000,383.9300000,5260
GDAX.ETH-USD,60,20200828,050000,383.9300000,387.4600000,383.4300000,386.8800000,5991
GDAX.ETH-USD,60,20200828,060000,386.9500000,387.5600000,385.0900000,385.8800000,4396
GDAX.ETH-USD,60,20200828,070000,385.8700000,388.6200000,385.6400000,387.3500000,4907
GDAX.ETH-USD,60,20200828,080000,387.3600000,388.4800000,386.3700000,388.2000000,2972
GDAX.ETH-USD,60,20200828,090000,388.2000000,389.1800000,386.6200000,388.6000000,2340
GDAX.ETH-USD,60,20200828,100000,388.5600000,391.9400000,387.2800000,391.1700000,3254
GDAX.ETH-USD,60,20200828,110000,391.1500000,391.6400000,386.7600000,387.4100000,3870
GDAX.ETH-USD,60,20200828,120000,387.4200000,389.1000000,386.3200000,387.5800000,2231
GDAX.ETH-USD,60,20200828,130000,387.5700000,392.4400000,387.5200000,391.9500000,4903
GDAX.ETH-USD,60,20200828,140000,391.9800000,392.5200000,389.4500000,391.5100000,5182
GDAX.ETH-USD,60,20200828,150000,391.6200000,394.4000000,390.3400000,393.8100000,4928
GDAX.ETH-USD,60,20200828,160000,393.8700000,394.2200000,390.2600000,391.3200000,6984
GDAX.ETH-USD,60,20200828,170000,391.3200000,392.4500000,390.6100000,392.4500000,4095
GDAX.ETH-USD,60,20200828,180000,392.4600000,393.6200000,390.0900000,391.7500000,3862
GDAX.ETH-USD,60,20200828,190000,391.7200000,396.9600000,391.7200000,396.2900000,9348
GDAX.ETH-USD,60,20200828,200000,396.2900000,398.1600000,395.1600000,395.7700000,7618
GDAX.ETH-USD,60,20200828,210000,395.7500000,396.8100000,393.0000000,393.7200000,6122
GDAX.ETH-USD,60,20200828,220000,393.6600000,395.8400000,393.2300000,394.8500000,4129
GDAX.ETH-USD,60,20200828,230000,394.8500000,397.9900000,394.6600000,396.1800000,4043
GDAX.ETH-USD,60,20200829,000000,396.1600000,396.1600000,393.7300000,393.8000000,12470
GDAX.ETH-USD,60,20200829,010000,393.8000000,395.0000000,393.0100000,394.4800000,6053
GDAX.ETH-USD,60,20200829,020000,394.4800000,394.9400000,390.9100000,392.3100000,5596
GDAX.ETH-USD,60,20200829,030000,392.2700000,396.4400000,392.1600000,395.4700000,3203
GDAX.ETH-USD,60,20200829,040000,395.3500000,396.1500000,392.6500000,393.8600000,2442
GDAX.ETH-USD,60,20200829,050000,393.8700000,394.3100000,392.7800000,393.4000000,1794
GDAX.ETH-USD,60,20200829,060000,393.3900000,394.3900000,392.3400000,393.3100000,1806
GDAX.ETH-USD,60,20200829,070000,393.1700000,395.5300000,392.5400000,394.6500000,1619
GDAX.ETH-USD,60,20200829,080000,394.6600000,395.6700000,393.6100000,395.0400000,3430
GDAX.ETH-USD,60,20200829,090000,395.0400000,397.0000000,394.6500000,396.0400000,1929
GDAX.ETH-USD,60,20200829,100000,396.0500000,399.9800000,396.0500000,399.2300000,3500
GDAX.ETH-USD,60,20200829,110000,399.2300000,404.2200000,398.3800000,403.5400000,5326
GDAX.ETH-USD,60,20200829,120000,403.6000000,404.3000000,401.4900000,402.4500000,2712
GDAX.ETH-USD,60,20200829,130000,402.3500000,404.1500000,401.3600000,403.1800000,2006
GDAX.ETH-USD,60,20200829,140000,403.1800000,403.5900000,397.5900000,397.5900000,3186
GDAX.ETH-USD,60,20200829,150000,397.5000000,399.3000000,396.4200000,397.9800000,2955
GDAX.ETH-USD,60,20200829,160000,397.9300000,399.9200000,397.6200000,398.8200000,2503
GDAX.ETH-USD,60,20200829,170000,398.8300000,399.3800000,395.7900000,396.3100000,3944
GDAX.ETH-USD,60,20200829,180000,396.3000000,399.6900000,396.1700000,399.5800000,2826
GDAX.ETH-USD,60,20200829,190000,399.5900000,402.8800000,398.9000000,402.5000000,5530
GDAX.ETH-USD,60,20200829,200000,402.6300000,403.4600000,400.8200000,402.4200000,3797
GDAX.ETH-USD,60,20200829,210000,402.4100000,404.3600000,401.6000000,401.8000000,6429
GDAX.ETH-USD,60,20200829,220000,401.7900000,404.9200000,401.7900000,403.7100000,5314
GDAX.ETH-USD,60,20200829,230000,403.7800000,405.8200000,402.5000000,403.0600000,5073
GDAX.ETH-USD,60,20200830,000000,403.0700000,405.3400000,403.0000000,405.2100000,2438
GDAX.ETH-USD,60,20200830,010000,405.2100000,405.6800000,403.2800000,404.6800000,2415
GDAX.ETH-USD,60,20200830,020000,404.6800000,405.1500000,400.0000000,400.6800000,9621
GDAX.ETH-USD,60,20200830,030000,400.4800000,402.8500000,397.3600000,398.5800000,7381
GDAX.ETH-USD,60,20200830,040000,398.5700000,401.7600000,398.2400000,401.3100000,2826
GDAX.ETH-USD,60,20200830,050000,401.3100000,406.9400000,400.8900000,406.2500000,8374
GDAX.ETH-USD,60,20200830,060000,406.2500000,406.6500000,404.2300000,405.5700000,4312
GDAX.ETH-USD,60,20200830,070000,405.5700000,406.0000000,403.5700000,405.1400000,4905
GDAX.ETH-USD,60,20200830,080000,405.1600000,405.5800000,403.4400000,403.9200000,4196
GDAX.ETH-USD,60,20200830,090000,403.8800000,404.7400000,402.9100000,403.7700000,4203
GDAX.ETH-USD,60,20200830,100000,403.7900000,405.4300000,403.2400000,404.1600000,2089
GDAX.ETH-USD,60,20200830,110000,404.1700000,406.0000000,403.8200000,405.3700000,2319
GDAX.ETH-USD,60,20200830,120000,405.3700000,406.5800000,402.7600000,403.2700000,4369
GDAX.ETH-USD,60,20200830,130000,403.2700000,405.7900000,402.9500000,404.9100000,1739
GDAX.ETH-USD,60,20200830,140000,404.9300000,404.9900000,403.2600000,403.2600000,1360
GDAX.ETH-USD,60,20200830,150000,403.4000000,407.0000000,403.2800000,406.7700000,3126
GDAX.ETH-USD,60,20200830,160000,406.6900000,408.0000000,404.6200000,407.1000000,11779
GDAX.ETH-USD,60,20200830,170000,407.1600000,414.8800000,407.1400000,413.7800000,26754
GDAX.ETH-USD,60,20200830,180000,413.8100000,415.9900000,411.8100000,414.6000000,9627
GDAX.ETH-USD,60,20200830,190000,414.7900000,418.6800000,413.8000000,416.7300000,9993
GDAX.ETH-USD,60,20200830,200000,416.7700000,424.4300000,415.0500000,423.3900000,13284
GDAX.ETH-USD,60,20200830,210000,423.3200000,425.5000000,422.3300000,423.9600000,9120
GDAX.ETH-USD,60,20200830,220000,423.9200000,427.0100000,422.6700000,426.8500000,8204
GDAX.ETH-USD,60,20200830,230000,426.8900000,427.8800000,424.3900000,425.0000000,8464
GDAX.ETH-USD,60,20200831,000000,425.0000000,426.3900000,420.4900000,423.1600000,9730
GDAX.ETH-USD,60,20200831,010000,423.0800000,424.8700000,420.4200000,421.7400000,4470
GDAX.ETH-USD,60,20200831,020000,421.7300000,424.3600000,421.1300000,423.9400000,4297
GDAX.ETH-USD,60,20200831,030000,423.9300000,429.9000000,423.7100000,428.9400000,10852
GDAX.ETH-USD,60,20200831,040000,428.9200000,430.5500000,425.7900000,426.3400000,10538
GDAX.ETH-USD,60,20200831,050000,426.3400000,427.6400000,424.1100000,426.8700000,4937
GDAX.ETH-USD,60,20200831,060000,426.8100000,427.7700000,425.2200000,425.4100000,3210
GDAX.ETH-USD,60,20200831,070000,425.5000000,426.5000000,424.2500000,425.0600000,4273
GDAX.ETH-USD,60,20200831,080000,425.0600000,427.7800000,424.3400000,424.5900000,5116
GDAX.ETH-USD,60,20200831,090000,424.5800000,425.8400000,422.1800000,422.8700000,3850
GDAX.ETH-USD,60,20200831,100000,422.8600000,424.1400000,420.0000000,424.0500000,3880
GDAX.ETH-USD,60,20200831,110000,424.1100000,424.1100000,418.1600000,421.0000000,4256
GDAX.ETH-USD,60,20200831,120000,421.0000000,421.6000000,418.2200000,420.2900000,5984
GDAX.ETH-USD,60,20200831,130000,420.1400000,423.7000000,419.3100000,421.8200000,5702
GDAX.ETH-USD,60,20200831,140000,421.7200000,427.7700000,421.0000000,426.4600000,4325
GDAX.ETH-USD,60,20200831,150000,426.5800000,434.7200000,426.2000000,432.3500000,8666
GDAX.ETH-USD,60,20200831,160000,432.5400000,438.1800000,430.8700000,436.4100000,12280
GDAX.ETH-USD,60,20200831,170000,436.4100000,439.0000000,433.0500000,434.2000000,10937
GDAX.ETH-USD,60,20200831,180000,434.2000000,435.9400000,431.0000000,435.3400000,8492
GDAX.ETH-USD,60,20200831,190000,435.3500000,435.6900000,432.0100000,434.3800000,6320
GDAX.ETH-USD,60,20200831,200000,434.4600000,435.9500000,432.4700000,432.9100000,5192
GDAX.ETH-USD,60,20200831,210000,432.9100000,434.7200000,431.5100000,434.1500000,6075
GDAX.ETH-USD,60,20200831,220000,434.1500000,438.9000000,433.5800000,437.0100000,7164
GDAX.ETH-USD,60,20200831,230000,437.0000000,438.6800000,435.1100000,436.9300000,6463
GDAX.ETH-USD,60,20200901,000000,436.7400000,438.4400000,428.6500000,432.2400000,15212
GDAX.ETH-USD,60,20200901,010000,432.2400000,434.8700000,430.2300000,430.9800000,4637
GDAX.ETH-USD,60,20200901,020000,430.9800000,437.7200000,430.1100000,435.4100000,11931
GDAX.ETH-USD,60,20200901,030000,435.3900000,437.9800000,433.7600000,433.8900000,9186
GDAX.ETH-USD,60,20200901,040000,433.8800000,435.6400000,429.6600000,433.3100000,8326
GDAX.ETH-USD,60,20200901,050000,433.3100000,437.0000000,432.9200000,436.3100000,5033
GDAX.ETH-USD,60,20200901,060000,436.3100000,437.4500000,435.0000000,436.9900000,3864
GDAX.ETH-USD,60,20200901,070000,436.9900000,444.5900000,436.2300000,443.7500000,19189
GDAX.ETH-USD,60,20200901,080000,443.7500000,447.6000000,442.2500000,445.5200000,10592
GDAX.ETH-USD,60,20200901,090000,445.5000000,455.7700000,443.3100000,455.7600000,16023
GDAX.ETH-USD,60,20200901,100000,455.7600000,466.6200000,454.7700000,463.8000000,23391
GDAX.ETH-USD,60,20200901,110000,463.7900000,466.0000000,458.4300000,463.6300000,9752
GDAX.ETH-USD,60,20200901,120000,463.6300000,464.0900000,457.9500000,461.4000000,10727
GDAX.ETH-USD,60,20200901,130000,461.2300000,472.6500000,459.6200000,471.0600000,20586
GDAX.ETH-USD,60,20200901,140000,470.7000000,473.5300000,467.9100000,471.3300000,12241
GDAX.ETH-USD,60,20200901,150000,471.3200000,471.7400000,465.5400000,469.1700000,11038
GDAX.ETH-USD,60,20200901,160000,469.1700000,471.9000000,466.6800000,470.1900000,11552
GDAX.ETH-USD,60,20200901,170000,470.1900000,471.3000000,467.9500000,468.9600000,9441
GDAX.ETH-USD,60,20200901,180000,468.9600000,473.0100000,461.2100000,473.0100000,22719
GDAX.ETH-USD,60,20200901,190000,472.9500000,486.0000000,472.7000000,482.2500000,33571
GDAX.ETH-USD,60,20200901,200000,482.2500000,483.7500000,475.0100000,478.8100000,13912
GDAX.ETH-USD,60,20200901,210000,478.7800000,481.0400000,474.1600000,475.4900000,12197
GDAX.ETH-USD,60,20200901,220000,475.4200000,479.5700000,475.0900000,478.4400000,10063
GDAX.ETH-USD,60,20200901,230000,478.4700000,480.0000000,475.2500000,476.2300000,19864
GDAX.ETH-USD,60,20200902,000000,476.2100000,483.0100000,475.9000000,482.2200000,11111
GDAX.ETH-USD,60,20200902,010000,482.2200000,482.2200000,480.7700000,481.0500000,105
